"sutta_id","title","nikaya","nikaya_name","folder","status","completion_score_pct","has_sutta_text","has_commentary","has_transcript","has_quiz","has_knowledge_graph","has_video_audio","has_mp4","has_srt","has_metrics","has_en_translation","has_jp_translation","youtube_id","youtube_url","sc_link","available_languages","json_file_path","mp4_file_path","srt_file_path","metrics_file_path","active_features_count","features_list","last_edited_timestamp"
"AN 10.30","Samyojana Sutta: Fetters","AN","Anguttara Nikaya","10_30","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","https://suttacentral.net/an10.13","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_30\10_30.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_30\10_30.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_30\10_30.en.srt","","6","COM EN MP4 SC SRT TXT","1786167769088"
"AN 10.31","Samyojana Sutta: Fetters","AN","Anguttara Nikaya","10_31","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an10.30","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_31\10_31.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_31\10_31.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_31\10_31.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847499"
"AN 10.35","Sānu Sutta","AN","Anguttara Nikaya","10_35","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/sn10.12","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_35\10_35.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_35\10_35.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_35\10_35.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847533"
"AN 10.63","Nibbāna Sutta","AN","Anguttara Nikaya","10_63","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an10.63","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_63\10_63.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_63\10_63.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_63\10_63.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847567"
"AN 10.73","Iṭṭha Sutta","AN","Anguttara Nikaya","10_73","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an10.73","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_73\10_73.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_73\10_73.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_73\10_73.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847600"
"AN 10.74","Vaḍḍhi Sutta","AN","Anguttara Nikaya","10_74","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an10.74","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_74\10_74.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_74\10_74.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_74\10_74.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847620"
"AN 10.93","Samatha Sutta","AN","Anguttara Nikaya","10_93","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an10.93","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_93\10_93.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_93\10_93.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_93\10_93.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847652"
"AN 10.177","Janussoni Sutta","AN","Anguttara Nikaya","10_177","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an10.177","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_177\10_177.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_177\10_177.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\10_177\10_177.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847453"
"AN 11","AN 11","AN","Anguttara Nikaya","11","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11\11.json","Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11\11.mp4","Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11\11.en.srt","","11","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SRT SYNCROOT TRN","1786962847664"
"AN 11.6","Byasana Sutta","AN","Anguttara Nikaya","11_6","RAW","85","False","False","True","False","False","False","True","True","False","False","False","","","https://suttacentral.net/an11.6","Count IsFixedSize IsReadOnly IsSynchronized Length LongLength Rank SyncRoot","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11_6\11_6.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11_6\11_6.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11_6\11_6.en.srt","","12","COUNT ISFIXEDSIZE ISREADONLY ISSYNCHRONIZED LENGTH LONGLENGTH MP4 RANK SC SRT SYNCROOT TRN","1786962847680"
"AN 11.7","Concentration & The 11 Advantages of Loving-Kindness","AN","Anguttara Nikaya","11_7","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","https://suttacentral.net/an11.7","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11_7\11_7.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11_7\11_7.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\11_7\11_7.en.srt","","6","COM EN MP4 SC SRT TXT","1786167769255"
"AN Book 1 - Introduction and Overview","","AN","Anguttara Nikaya","Book 1 - Introduction and Overview","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1 - Introduction and Overview.en\Book 1 - Introduction and Overview.en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1 - Introduction and Overview\AN Book 1 - Introduction and Overview.mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1 - Introduction and Overview.en\AN Book 1 - Introduction and Overview.en.srt","","5","COM EN MP4 SRT TXT","1786167772272"
"AN Book 1A (1.1 - 1.3)","","AN","Anguttara Nikaya","Book 1A (1.1 - 1.3)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1A (1.1 - 1.3).en\Book 1A (1.1 - 1.3).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1A (1.1 - 1.3)\AN Book 1A (1.1 - 1.3).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1A (1.1 - 1.3).en\AN Book 1A (1.1 - 1.3).en.srt","","5","COM EN MP4 SRT TXT","1786167772717"
"AN Book 1B (1.5 - 1.10.14)","","AN","Anguttara Nikaya","Book 1B (1.5 - 1.10.14)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1B (1.5 - 1.10.14).en\Book 1B (1.5 - 1.10.14).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1B (1.5 - 1.10.14)\AN Book 1B (1.5 - 1.10.14).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1B (1.5 - 1.10.14).en\AN Book 1B (1.5 - 1.10.14).en.srt","","5","COM EN MP4 SRT TXT","1786167772750"
"AN Book 1C (1.10.17 - 1.18.2)","","AN","Anguttara Nikaya","Book 1C (1.10.17 - 1.18.2)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1C (1.10.17 - 1.18.2).en\Book 1C (1.10.17 - 1.18.2).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1C (1.10.17 - 1.18.2)\AN Book 1C (1.10.17 - 1.18.2).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1C (1.10.17 - 1.18.2).en\AN Book 1C (1.10.17 - 1.18.2).en.srt","","5","COM EN MP4 SRT TXT","1786167772774"
"AN Book 1D (1.18.4 - 1.21.48)","","AN","Anguttara Nikaya","Book 1D (1.18.4 - 1.21.48)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1D (1.18.4 - 1.21.48).en\Book 1D (1.18.4 - 1.21.48).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1D (1.18.4 - 1.21.48)\AN Book 1D (1.18.4 - 1.21.48).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 1D (1.18.4 - 1.21.48).en\AN Book 1D (1.18.4 - 1.21.48).en.srt","","5","COM EN MP4 SRT TXT","1786167772805"
"AN Book 2A (2.1.2 - 2.3.9)","","AN","Anguttara Nikaya","Book 2A (2.1.2 - 2.3.9)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book  2A (2.1.2 - 2.3.9).en\Book  2A (2.1.2 - 2.3.9).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book  2A (2.1.2 - 2.3.9)\AN Book  2A (2.1.2 - 2.3.9).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book  2A (2.1.2 - 2.3.9).en\AN Book  2A (2.1.2 - 2.3.9).en.srt","","5","COM EN MP4 SRT TXT","1786167772192"
"AN Book 2B (2.3.10 - 2.4.4)","","AN","Anguttara Nikaya","Book 2B (2.3.10 - 2.4.4)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 2B (2.3.10 - 2.4.4).en\Book 2B (2.3.10 - 2.4.4).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 2B (2.3.10 - 2.4.4)\AN Book 2B (2.3.10 - 2.4.4).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 2B (2.3.10 - 2.4.4).en\AN Book 2B (2.3.10 - 2.4.4).en.srt","","5","COM EN MP4 SRT TXT","1786167772844"
"AN Book 2C (2.4.6 - 2.12.1)","","AN","Anguttara Nikaya","Book 2C (2.4.6 - 2.12.1)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 2C (2.4.6 - 2.12.1).en\Book 2C (2.4.6 - 2.12.1).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 2C (2.4.6 - 2.12.1)\AN Book 2C (2.4.6 - 2.12.1).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 2C (2.4.6 - 2.12.1).en\AN Book 2C (2.4.6 - 2.12.1).en.srt","","5","COM EN MP4 SRT TXT","1786167772875"
"AN Book 3A (3.2.12 - 3.3.24)","","AN","Anguttara Nikaya","Book 3A (3.2.12 - 3.3.24)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3A (3.2.12 - 3.3.24).en\Book 3A (3.2.12 - 3.3.24).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3A (3.2.12 - 3.3.24)\AN Book 3A (3.2.12 - 3.3.24).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3A (3.2.12 - 3.3.24).en\AN Book 3A (3.2.12 - 3.3.24).en.srt","","5","COM EN MP4 SRT TXT","1786167772917"
"AN Book 3B (3.3.26 - 3.4.36)","","AN","Anguttara Nikaya","Book 3B (3.3.26 - 3.4.36)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3B (3.3.26 - 3.4.36).en\Book 3B (3.3.26 - 3.4.36).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3B (3.3.26 - 3.4.36)\AN Book 3B (3.3.26 - 3.4.36).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3B (3.3.26 - 3.4.36).en\AN Book 3B (3.3.26 - 3.4.36).en.srt","","5","COM EN MP4 SRT TXT","1786167772941"
"AN Book 3C (3.4.36c - 3.4.42)","","AN","Anguttara Nikaya","Book 3C (3.4.36c - 3.4.42)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3C (3.4.36c - 3.4.42).en\Book 3C (3.4.36c - 3.4.42).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3C (3.4.36c - 3.4.42)\AN Book 3C (3.4.36c - 3.4.42).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3C (3.4.36c - 3.4.42).en\AN Book 3C (3.4.36c - 3.4.42).en.srt","","5","COM EN MP4 SRT TXT","1786167772970"
"AN Book 3D (3.5.44 - 3.6.58)","","AN","Anguttara Nikaya","Book 3D (3.5.44 - 3.6.58)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3D (3.5.44 - 3.6.58).en\Book 3D (3.5.44 - 3.6.58).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3D (3.5.44 - 3.6.58)\AN Book 3D (3.5.44 - 3.6.58).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3D (3.5.44 - 3.6.58).en\AN Book 3D (3.5.44 - 3.6.58).en.srt","","5","COM EN MP4 SRT TXT","1786167772997"
"AN Book 3E (3.6.60)","","AN","Anguttara Nikaya","Book 3E (3.6.60)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3E (3.6.60).en\Book 3E (3.6.60).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3E (3.6.60)\AN Book 3E (3.6.60).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3E (3.6.60).en\AN Book 3E (3.6.60).en.srt","","5","COM EN MP4 SRT TXT","1786167773022"
"AN Book 3F (3.7.63 - 3.7.64)","","AN","Anguttara Nikaya","Book 3F (3.7.63 - 3.7.64)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3F (3.7.63 - 3.7.64).en\Book 3F (3.7.63 - 3.7.64).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3F (3.7.63 - 3.7.64)\AN Book 3F (3.7.63 - 3.7.64).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3F (3.7.63 - 3.7.64).en\AN Book 3F (3.7.63 - 3.7.64).en.srt","","5","COM EN MP4 SRT TXT","1786167773051"
"AN Book 3G (3.7.65 - 3.7.68)","","AN","Anguttara Nikaya","Book 3G (3.7.65 - 3.7.68)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3G (3.7.65 - 3.7.68).en\Book 3G (3.7.65 - 3.7.68).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3G (3.7.65 - 3.7.68)\AN Book 3G (3.7.65 - 3.7.68).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3G (3.7.65 - 3.7.68).en\AN Book 3G (3.7.65 - 3.7.68).en.srt","","5","COM EN MP4 SRT TXT","1786167773076"
"AN Book 3H (3.7.70 - 3.8.72)","","AN","Anguttara Nikaya","Book 3H (3.7.70 - 3.8.72)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3H (3.7.70 - 3.8.72).en\Book 3H (3.7.70 - 3.8.72).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3H (3.7.70 - 3.8.72)\AN Book 3H (3.7.70 - 3.8.72).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3H (3.7.70 - 3.8.72).en\AN Book 3H (3.7.70 - 3.8.72).en.srt","","5","COM EN MP4 SRT TXT","1786167773097"
"AN Book 3I (3.8.75 - 3.9.81)","","AN","Anguttara Nikaya","Book 3I (3.8.75 - 3.9.81)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3I (3.8.75 - 3.9.81).en\Book 3I (3.8.75 - 3.9.81).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3I (3.8.75 - 3.9.81)\AN Book 3I (3.8.75 - 3.9.81).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3I (3.8.75 - 3.9.81).en\AN Book 3I (3.8.75 - 3.9.81).en.srt","","5","COM EN MP4 SRT TXT","1786167773130"
"AN Book 3J (3.9.83 - 3.10.99)","","AN","Anguttara Nikaya","Book 3J (3.9.83 - 3.10.99)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3J (3.9.83 - 3.10.99).en\Book 3J (3.9.83 - 3.10.99).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3J (3.9.83 - 3.10.99)\AN Book 3J (3.9.83 - 3.10.99).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3J (3.9.83 - 3.10.99).en\AN Book 3J (3.9.83 - 3.10.99).en.srt","","5","COM EN MP4 SRT TXT","1786167773189"
"AN Book 3K (3.10.100 - 3.11.104)","","AN","Anguttara Nikaya","Book 3K (3.10.100 - 3.11.104)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3K (3.10.100 - 3.11.104).en\Book 3K (3.10.100 - 3.11.104).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3K (3.10.100 - 3.11.104)\AN Book 3K (3.10.100 - 3.11.104).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3K (3.10.100 - 3.11.104).en\AN Book 3K (3.10.100 - 3.11.104).en.srt","","5","COM EN MP4 SRT TXT","1786167773230"
"AN Book 3L (3.11.105 - 3.12.114)","","AN","Anguttara Nikaya","Book 3L (3.11.105 - 3.12.114)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3L (3.11.105 - 3.12.114).en\Book 3L (3.11.105 - 3.12.114).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3L (3.11.105 - 3.12.114)\AN Book 3L (3.11.105 - 3.12.114).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3L (3.11.105 - 3.12.114).en\AN Book 3L (3.11.105 - 3.12.114).en.srt","","5","COM EN MP4 SRT TXT","1786167773264"
"AN Book 3M (3.13.121 - 3.13.129)","","AN","Anguttara Nikaya","Book 3M (3.13.121 - 3.13.129)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3M (3.13.121 - 3.13.129).en\Book 3M (3.13.121 - 3.13.129).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3M (3.13.121 - 3.13.129)\AN Book 3M (3.13.121 - 3.13.129).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3M (3.13.121 - 3.13.129).en\AN Book 3M (3.13.121 - 3.13.129).en.srt","","5","COM EN MP4 SRT TXT","1786167773292"
"AN Book 3N (3.14.131 - 3.16.151)","","AN","Anguttara Nikaya","Book 3N (3.14.131 - 3.16.151)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3N (3.14.131 - 3.16.151).en\Book 3N (3.14.131 - 3.16.151).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3N (3.14.131 - 3.16.151)\AN Book 3N (3.14.131 - 3.16.151).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 3N (3.14.131 - 3.16.151).en\AN Book 3N (3.14.131 - 3.16.151).en.srt","","5","COM EN MP4 SRT TXT","1786167773335"
"AN Book 4A (4.1.3 - 4.3.24)","","AN","Anguttara Nikaya","Book 4A (4.1.3 - 4.3.24)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4A (4.1.3 - 4.3.24).en\Book 4A (4.1.3 - 4.3.24).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4A (4.1.3 - 4.3.24)\AN Book 4A (4.1.3 - 4.3.24).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4A (4.1.3 - 4.3.24).en\AN Book 4A (4.1.3 - 4.3.24).en.srt","","5","COM EN MP4 SRT TXT","1786167773350"
"AN Book 4B (4.3.25 - 4.4.35)","","AN","Anguttara Nikaya","Book 4B (4.3.25 - 4.4.35)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4B (4.3.25 - 4.4.35).en\Book 4B (4.3.25 - 4.4.35).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4B (4.3.25 - 4.4.35)\AN Book 4B (4.3.25 - 4.4.35).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4B (4.3.25 - 4.4.35).en\AN Book 4B (4.3.25 - 4.4.35).en.srt","","5","COM EN MP4 SRT TXT","1786167773382"
"AN Book 4C (4.4.36 - 4.5.49)","","AN","Anguttara Nikaya","Book 4C (4.4.36 - 4.5.49)","RAW","85","True","True","False","False","False","False","True","True","False","True","False","","","","en","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4C (4.4.36 - 4.5.49).en\Book 4C (4.4.36 - 4.5.49).en.json","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4C (4.4.36 - 4.5.49)\AN Book 4C (4.4.36 - 4.5.49).mp4","frontendoptimised2\downloads\Anguttara Nikaya by Bhante Hye Dhammavuddho Mahathera\Book 4C (4.4.36 - 4.5.49).en\AN Book 4C (4.4.36 - 4.5.49).en.srt","","5","COM EN MP4 SRT TXT","1786167773414"
